estacion,magnitud,ano,mes,dia,dato_no2
4,8,2019,08,d23,53
4,8,2019,08,d24,55
4,8,2019,08,d25,27
4,8,2019,08,d26,26
4,8,2019,08,d27,35
4,8,2019,08,d28,65
4,8,2019,08,d29,67
4,8,2019,08,d30,48
4,8,2019,08,d31,51
4,8,2019,09,d01,45
4,8,2019,09,d02,26
4,8,2019,09,d03,38
4,8,2019,09,d04,53
4,8,2019,09,d05,16
4,8,2019,09,d06,19
4,8,2019,09,d07,22
4,8,2019,09,d08,21
4,8,2019,09,d09,44
4,8,2019,09,d10,20
4,8,2019,09,d11,17
4,8,2019,09,d12,33
4,8,2019,09,d13,29
4,8,2019,09,d14,28
4,8,2019,09,d15,25
4,8,2019,09,d16,42
4,8,2019,09,d17,42
4,8,2019,09,d18,48
4,8,2019,09,d19,53
4,8,2019,09,d20,37
4,8,2019,09,d21,27
4,8,2019,09,d22,19
4,8,2019,09,d23,39
4,8,2019,09,d24,39
4,8,2019,09,d25,33
4,8,2019,09,d26,48
4,8,2019,09,d27,53
4,8,2019,09,d28,48
4,8,2019,09,d29,44
4,8,2019,09,d30,54
4,8,2019,09,d31,0
8,8,2019,01,d01,72
8,8,2019,01,d02,90
8,8,2019,01,d03,71
8,8,2019,01,d04,89
8,8,2019,01,d05,94
8,8,2019,01,d06,102
8,8,2019,01,d07,92
8,8,2019,01,d08,87
8,8,2019,01,d09,81
8,8,2019,01,d10,60
8,8,2019,01,d11,91
8,8,2019,01,d12,84
8,8,2019,01,d13,82
8,8,2019,01,d14,148
8,8,2019,01,d15,103
8,8,2019,01,d16,80
8,8,2019,01,d17,76
8,8,2019,01,d18,82
8,8,2019,01,d19,68
8,8,2019,01,d20,49
8,8,2019,01,d21,66
8,8,2019,01,d22,76
8,8,2019,01,d23,39
8,8,2019,01,d24,66
8,8,2019,01,d25,73
8,8,2019,01,d26,62
8,8,2019,01,d27,40
8,8,2019,01,d28,50
8,8,2019,01,d29,51
8,8,2019,01,d30,49
8,8,2019,01,d31,37
8,8,2019,02,d01,44
8,8,2019,02,d02,36
8,8,2019,02,d03,43
8,8,2019,02,d04,98
8,8,2019,02,d05,111
8,8,2019,02,d06,83
8,8,2019,02,d07,99
8,8,2019,02,d08,78
8,8,2019,02,d09,63
8,8,2019,02,d10,36
8,8,2019,02,d11,61
8,8,2019,02,d12,68
8,8,2019,02,d13,87
8,8,2019,02,d14,80
8,8,2019,02,d15,94
8,8,2019,02,d16,60
8,8,2019,02,d17,54
8,8,2019,02,d18,72
8,8,2019,02,d19,75
8,8,2019,02,d20,89
8,8,2019,02,d21,84
8,8,2019,02,d22,97
8,8,2019,02,d23,91
8,8,2019,02,d24,61
8,8,2019,02,d25,104
8,8,2019,02,d26,91
8,8,2019,02,d27,94
8,8,2019,02,d28,105
8,8,2019,02,d29,0
8,8,2019,02,d30,0
8,8,2019,02,d31,0
8,8,2019,03,d01,74
8,8,2019,03,d02,72
8,8,2019,03,d03,64
8,8,2019,03,d04,45
8,8,2019,03,d05,50
8,8,2019,03,d06,41
8,8,2019,03,d07,52
8,8,2019,03,d08,61
8,8,2019,03,d09,61
8,8,2019,03,d10,60
8,8,2019,03,d11,59
8,8,2019,03,d12,63
8,8,2019,03,d13,49
8,8,2019,03,d14,65
8,8,2019,03,d15,96
8,8,2019,03,d16,71
8,8,2019,03,d17,47
8,8,2019,03,d18,45
8,8,2019,03,d19,47
8,8,2019,03,d20,50
8,8,2019,03,d21,63
8,8,2019,03,d22,67
8,8,2019,03,d23,46
8,8,2019,03,d24,42
8,8,2019,03,d25,53
8,8,2019,03,d26,48
8,8,2019,03,d27,67
8,8,2019,03,d28,70
8,8,2019,03,d29,56
8,8,2019,03,d30,42
8,8,2019,03,d31,43
8,8,2019,04,d01,55
8,8,2019,04,d02,65
8,8,2019,04,d03,54
8,8,2019,04,d04,53
8,8,2019,04,d05,55
8,8,2019,04,d06,40
8,8,2019,04,d07,36
8,8,2019,04,d08,52
8,8,2019,04,d09,56
8,8,2019,04,d10,53
8,8,2019,04,d11,52
8,8,2019,04,d12,63
8,8,2019,04,d13,64
8,8,2019,04,d14,46
8,8,2019,04,d15,52
8,8,2019,04,d16,54
8,8,2019,04,d17,43
8,8,2019,04,d18,33
8,8,2019,04,d19,34
8,8,2019,04,d20,24
8,8,2019,04,d21,24
8,8,2019,04,d22,47
8,8,2019,04,d23,52
8,8,2019,04,d24,48
8,8,2019,04,d25,47
8,8,2019,04,d26,48
8,8,2019,04,d27,57
8,8,2019,04,d28,38
8,8,2019,04,d29,54
8,8,2019,04,d30,55
8,8,2019,04,d31,0
8,8,2019,05,d01,32
8,8,2019,05,d02,29
8,8,2019,05,d03,35
8,8,2019,05,d04,26
8,8,2019,05,d05,26
8,8,2019,05,d06,65
8,8,2019,05,d07,50
8,8,2019,05,d08,39
8,8,2019,05,d09,47
8,8,2019,05,d10,41
8,8,2019,05,d11,40
8,8,2019,05,d12,27
8,8,2019,05,d13,61
8,8,2019,05,d14,63
8,8,2019,05,d15,67
8,8,2019,05,d16,54
8,8,2019,05,d17,41
8,8,2019,05,d18,24
8,8,2019,05,d19,25
8,8,2019,05,d20,49
8,8,2019,05,d21,53
8,8,2019,05,d22,58
8,8,2019,05,d23,82
8,8,2019,05,d24,40
8,8,2019,05,d25,20
8,8,2019,05,d26,19
8,8,2019,05,d27,45
8,8,2019,05,d28,34
8,8,2019,05,d29,34
8,8,2019,05,d30,49
8,8,2019,05,d31,59
8,8,2019,06,d01,51
8,8,2019,06,d02,45
8,8,2019,06,d03,77
8,8,2019,06,d04,54
8,8,2019,06,d05,38
8,8,2019,06,d06,45
8,8,2019,06,d07,40
8,8,2019,06,d08,33
8,8,2019,06,d09,32
8,8,2019,06,d10,35
8,8,2019,06,d11,32
8,8,2019,06,d12,42
8,8,2019,06,d13,47
8,8,2019,06,d14,46
8,8,2019,06,d15,29
8,8,2019,06,d16,43
8,8,2019,06,d17,55
8,8,2019,06,d18,53
8,8,2019,06,d19,34
8,8,2019,06,d20,47
8,8,2019,06,d21,33
8,8,2019,06,d22,28
8,8,2019,06,d23,43
8,8,2019,06,d24,38
8,8,2019,06,d25,44
8,8,2019,06,d26,34
8,8,2019,06,d27,36
8,8,2019,06,d28,45
8,8,2019,06,d29,41
8,8,2019,06,d30,38
8,8,2019,06,d31,0
8,8,2019,07,d01,44
8,8,2019,07,d02,37
8,8,2019,07,d03,34
8,8,2019,07,d04,30
8,8,2019,07,d05,40
8,8,2019,07,d06,37
8,8,2019,07,d07,36
8,8,2019,07,d08,33
8,8,2019,07,d09,33
8,8,2019,07,d10,37
8,8,2019,07,d11,67
8,8,2019,07,d12,89
8,8,2019,07,d13,50
8,8,2019,07,d14,18
8,8,2019,07,d15,35
8,8,2019,07,d16,43
8,8,2019,07,d17,42
8,8,2019,07,d18,41
8,8,2019,07,d19,41
8,8,2019,07,d20,32
8,8,2019,07,d21,22
8,8,2019,07,d22,35
8,8,2019,07,d23,38
8,8,2019,07,d24,47
8,8,2019,07,d25,52
8,8,2019,07,d26,37
8,8,2019,07,d27,21
8,8,2019,07,d28,16
8,8,2019,07,d29,41
8,8,2019,07,d30,0
8,8,2019,07,d31,0
8,8,2019,08,d01,0
8,8,2019,08,d02,0
8,8,2019,08,d03,0
8,8,2019,08,d04,0
8,8,2019,08,d05,0
8,8,2019,08,d06,0
8,8,2019,08,d07,0
8,8,2019,08,d08,0
8,8,2019,08,d09,0
8,8,2019,08,d10,0
8,8,2019,08,d11,0
8,8,2019,08,d12,0
8,8,2019,08,d13,24
8,8,2019,08,d14,36
8,8,2019,08,d15,37
8,8,2019,08,d16,29
8,8,2019,08,d17,48
8,8,2019,08,d18,36
8,8,2019,08,d19,35
8,8,2019,08,d20,21
8,8,2019,08,d21,24
8,8,2019,08,d22,44
8,8,2019,08,d23,50
8,8,2019,08,d24,51
8,8,2019,08,d25,27
8,8,2019,08,d26,31
8,8,2019,08,d27,34
8,8,2019,08,d28,59
8,8,2019,08,d29,66
8,8,2019,08,d30,48
8,8,2019,08,d31,63
8,8,2019,09,d01,57
8,8,2019,09,d02,34
8,8,2019,09,d03,43
8,8,2019,09,d04,54
8,8,2019,09,d05,25
8,8,2019,09,d06,27
8,8,2019,09,d07,26
8,8,2019,09,d08,25
8,8,2019,09,d09,46
8,8,2019,09,d10,22
8,8,2019,09,d11,28
8,8,2019,09,d12,44
8,8,2019,09,d13,42
8,8,2019,09,d14,33
8,8,2019,09,d15,30
8,8,2019,09,d16,53
8,8,2019,09,d17,55
8,8,2019,09,d18,59
8,8,2019,09,d19,57
8,8,2019,09,d20,42
8,8,2019,09,d21,38
8,8,2019,09,d22,26
8,8,2019,09,d23,53
8,8,2019,09,d24,60
8,8,2019,09,d25,45
8,8,2019,09,d26,54
8,8,2019,09,d27,77
8,8,2019,09,d28,62
8,8,2019,09,d29,63
8,8,2019,09,d30,77
8,8,2019,09,d31,0
11,8,2019,01,d01,68
11,8,2019,01,d02,87
11,8,2019,01,d03,66
11,8,2019,01,d04,78
11,8,2019,01,d05,82
11,8,2019,01,d06,94
11,8,2019,01,d07,81
11,8,2019,01,d08,81
11,8,2019,01,d09,60
11,8,2019,01,d10,35
11,8,2019,01,d11,75
11,8,2019,01,d12,66
11,8,2019,01,d13,71
11,8,2019,01,d14,119
11,8,2019,01,d15,86
11,8,2019,01,d16,55
11,8,2019,01,d17,58
11,8,2019,01,d18,61
11,8,2019,01,d19,66
11,8,2019,01,d20,38
11,8,2019,01,d21,44
11,8,2019,01,d22,48
11,8,2019,01,d23,23
11,8,2019,01,d24,47
11,8,2019,01,d25,48
11,8,2019,01,d26,49
11,8,2019,01,d27,25
11,8,2019,01,d28,27
11,8,2019,01,d29,29
11,8,2019,01,d30,29
11,8,2019,01,d31,18
11,8,2019,02,d01,22
11,8,2019,02,d02,22
11,8,2019,02,d03,32
11,8,2019,02,d04,88
11,8,2019,02,d05,89
11,8,2019,02,d06,60
11,8,2019,02,d07,72
11,8,2019,02,d08,56
11,8,2019,02,d09,51
11,8,2019,02,d10,17
11,8,2019,02,d11,31
11,8,2019,02,d12,54
11,8,2019,02,d13,69
11,8,2019,02,d14,70
11,8,2019,02,d15,81
11,8,2019,02,d16,35
11,8,2019,02,d17,42
11,8,2019,02,d18,58
11,8,2019,02,d19,59
11,8,2019,02,d20,73
11,8,2019,02,d21,66
11,8,2019,02,d22,75
11,8,2019,02,d23,66
11,8,2019,02,d24,52
11,8,2019,02,d25,95
11,8,2019,02,d26,75
11,8,2019,02,d27,71
11,8,2019,02,d28,87
11,8,2019,02,d29,0
11,8,2019,02,d30,0
11,8,2019,02,d31,0
11,8,2019,03,d01,48
11,8,2019,03,d02,58
11,8,2019,03,d03,41
11,8,2019,03,d04,18
11,8,2019,03,d05,33
11,8,2019,03,d06,31
11,8,2019,03,d07,30
11,8,2019,03,d08,42
11,8,2019,03,d09,49
11,8,2019,03,d10,45
11,8,2019,03,d11,38
11,8,2019,03,d12,41
11,8,2019,03,d13,26
11,8,2019,03,d14,51
11,8,2019,03,d15,77
11,8,2019,03,d16,39
11,8,2019,03,d17,24
11,8,2019,03,d18,19
11,8,2019,03,d19,29
11,8,2019,03,d20,24
11,8,2019,03,d21,46
11,8,2019,03,d22,52
11,8,2019,03,d23,30
11,8,2019,03,d24,27
11,8,2019,03,d25,27
11,8,2019,03,d26,17
11,8,2019,03,d27,56
11,8,2019,03,d28,57
11,8,2019,03,d29,37
11,8,2019,03,d30,32
11,8,2019,03,d31,25
11,8,2019,04,d01,43
11,8,2019,04,d02,48
11,8,2019,04,d03,41
11,8,2019,04,d04,39
11,8,2019,04,d05,39
11,8,2019,04,d06,17
11,8,2019,04,d07,19
11,8,2019,04,d08,28
11,8,2019,04,d09,27
11,8,2019,04,d10,36
11,8,2019,04,d11,36
11,8,2019,04,d12,46
11,8,2019,04,d13,46
11,8,2019,04,d14,33
11,8,2019,04,d15,36
11,8,2019,04,d16,40
11,8,2019,04,d17,26
11,8,2019,04,d18,17
11,8,2019,04,d19,19
11,8,2019,04,d20,9
11,8,2019,04,d21,11
11,8,2019,04,d22,31
11,8,2019,04,d23,25
11,8,2019,04,d24,44
11,8,2019,04,d25,19
11,8,2019,04,d26,34
11,8,2019,04,d27,53
11,8,2019,04,d28,27
11,8,2019,04,d29,37
11,8,2019,04,d30,36
11,8,2019,04,d31,0
11,8,2019,05,d01,19
11,8,2019,05,d02,17
11,8,2019,05,d03,20
11,8,2019,05,d04,17
11,8,2019,05,d05,18
11,8,2019,05,d06,42
11,8,2019,05,d07,23
11,8,2019,05,d08,12
11,8,2019,05,d09,20
11,8,2019,05,d10,15
11,8,2019,05,d11,24
11,8,2019,05,d12,15
11,8,2019,05,d13,36
11,8,2019,05,d14,39
11,8,2019,05,d15,44
11,8,2019,05,d16,38
11,8,2019,05,d17,26
11,8,2019,05,d18,18
11,8,2019,05,d19,19
11,8,2019,05,d20,34
11,8,2019,05,d21,32
11,8,2019,05,d22,42
11,8,2019,05,d23,44
11,8,2019,05,d24,18
11,8,2019,05,d25,11
11,8,2019,05,d26,14
11,8,2019,05,d27,38
11,8,2019,05,d28,21
11,8,2019,05,d29,20
11,8,2019,05,d30,25
11,8,2019,05,d31,47
11,8,2019,06,d01,43
11,8,2019,06,d02,31
11,8,2019,06,d03,43
11,8,2019,06,d04,23
11,8,2019,06,d05,24
11,8,2019,06,d06,27
11,8,2019,06,d07,28
11,8,2019,06,d08,18
11,8,2019,06,d09,18
11,8,2019,06,d10,36
11,8,2019,06,d11,21
11,8,2019,06,d12,35
11,8,2019,06,d13,38
11,8,2019,06,d14,26
11,8,2019,06,d15,25
11,8,2019,06,d16,36
11,8,2019,06,d17,50
11,8,2019,06,d18,29
11,8,2019,06,d19,17
11,8,2019,06,d20,31
11,8,2019,06,d21,28
11,8,2019,06,d22,23
11,8,2019,06,d23,43
11,8,2019,06,d24,39
11,8,2019,06,d25,47
11,8,2019,06,d26,44
11,8,2019,06,d27,35
11,8,2019,06,d28,32
11,8,2019,06,d29,35
11,8,2019,06,d30,27
11,8,2019,06,d31,0
11,8,2019,07,d01,35
11,8,2019,07,d02,39
11,8,2019,07,d03,35
11,8,2019,07,d04,33
11,8,2019,07,d05,37
11,8,2019,07,d06,33
11,8,2019,07,d07,27
11,8,2019,07,d08,32
11,8,2019,07,d09,25
11,8,2019,07,d10,34
11,8,2019,07,d11,74
11,8,2019,07,d12,88
11,8,2019,07,d13,34
11,8,2019,07,d14,15
11,8,2019,07,d15,35
11,8,2019,07,d16,39
11,8,2019,07,d17,41
11,8,2019,07,d18,33
11,8,2019,07,d19,33
11,8,2019,07,d20,23
11,8,2019,07,d21,17
11,8,2019,07,d22,27
11,8,2019,07,d23,36
11,8,2019,07,d24,42
11,8,2019,07,d25,39
11,8,2019,07,d26,23
11,8,2019,07,d27,12
11,8,2019,07,d28,13
11,8,2019,07,d29,35
11,8,2019,07,d30,27
11,8,2019,07,d31,21
11,8,2019,08,d01,22
11,8,2019,08,d02,28
11,8,2019,08,d03,21
11,8,2019,08,d04,22
11,8,2019,08,d05,40
11,8,2019,08,d06,30
11,8,2019,08,d07,17
11,8,2019,08,d08,18
11,8,2019,08,d09,9
11,8,2019,08,d10,15
11,8,2019,08,d11,14
11,8,2019,08,d12,14
11,8,2019,08,d13,16
11,8,2019,08,d14,32
11,8,2019,08,d15,21
11,8,2019,08,d16,19
11,8,2019,08,d17,29
11,8,2019,08,d18,23
11,8,2019,08,d19,24
11,8,2019,08,d20,12
11,8,2019,08,d21,18
11,8,2019,08,d22,35
11,8,2019,08,d23,45
11,8,2019,08,d24,53
11,8,2019,08,d25,20
11,8,2019,08,d26,28
11,8,2019,08,d27,36
11,8,2019,08,d28,60
11,8,2019,08,d29,59
11,8,2019,08,d30,40
11,8,2019,08,d31,58
11,8,2019,09,d01,44
11,8,2019,09,d02,26
11,8,2019,09,d03,42
11,8,2019,09,d04,49
11,8,2019,09,d05,12
11,8,2019,09,d06,16
11,8,2019,09,d07,18
11,8,2019,09,d08,22
11,8,2019,09,d09,34
11,8,2019,09,d10,21
11,8,2019,09,d11,15
11,8,2019,09,d12,28
11,8,2019,09,d13,22
11,8,2019,09,d14,20
11,8,2019,09,d15,20
11,8,2019,09,d16,52
11,8,2019,09,d17,48
11,8,2019,09,d18,51
11,8,2019,09,d19,44
11,8,2019,09,d20,35
11,8,2019,09,d21,31
11,8,2019,09,d22,20
11,8,2019,09,d23,50
11,8,2019,09,d24,47
11,8,2019,09,d25,38
11,8,2019,09,d26,59
11,8,2019,09,d27,69
11,8,2019,09,d28,68
11,8,2019,09,d29,51
11,8,2019,09,d30,57
11,8,2019,09,d31,0
16,8,2019,01,d01,58
16,8,2019,01,d02,73
16,8,2019,01,d03,55
16,8,2019,01,d04,84
16,8,2019,01,d05,76
16,8,2019,01,d06,77
16,8,2019,01,d07,64
16,8,2019,01,d08,78
16,8,2019,01,d09,57
16,8,2019,01,d10,34
16,8,2019,01,d11,62
16,8,2019,01,d12,60
16,8,2019,01,d13,68
16,8,2019,01,d14,109
16,8,2019,01,d15,73
16,8,2019,01,d16,52
16,8,2019,01,d17,53
16,8,2019,01,d18,66
16,8,2019,01,d19,63
16,8,2019,01,d20,29
16,8,2019,01,d21,35
16,8,2019,01,d22,58
16,8,2019,01,d23,22
16,8,2019,01,d24,50
16,8,2019,01,d25,37
16,8,2019,01,d26,53
16,8,2019,01,d27,27
16,8,2019,01,d28,27
16,8,2019,01,d29,33
16,8,2019,01,d30,29
16,8,2019,01,d31,24
16,8,2019,02,d01,25
16,8,2019,02,d02,17
16,8,2019,02,d03,25
16,8,2019,02,d04,85
16,8,2019,02,d05,90
16,8,2019,02,d06,64
16,8,2019,02,d07,81
16,8,2019,02,d08,56
16,8,2019,02,d09,56
16,8,2019,02,d10,23
16,8,2019,02,d11,30
16,8,2019,02,d12,49
16,8,2019,02,d13,58
16,8,2019,02,d14,64
16,8,2019,02,d15,67
16,8,2019,02,d16,30
16,8,2019,02,d17,36
16,8,2019,02,d18,57
16,8,2019,02,d19,65
16,8,2019,02,d20,75
16,8,2019,02,d21,56
16,8,2019,02,d22,66
16,8,2019,02,d23,62
16,8,2019,02,d24,48
16,8,2019,02,d25,84
16,8,2019,02,d26,65
16,8,2019,02,d27,71
16,8,2019,02,d28,88
16,8,2019,02,d29,0
16,8,2019,02,d30,0
16,8,2019,02,d31,0
16,8,2019,03,d01,49
16,8,2019,03,d02,55
16,8,2019,03,d03,41
16,8,2019,03,d04,22
16,8,2019,03,d05,35
16,8,2019,03,d06,25
16,8,2019,03,d07,30
16,8,2019,03,d08,43
16,8,2019,03,d09,52
16,8,2019,03,d10,43
16,8,2019,03,d11,37
16,8,2019,03,d12,39
16,8,2019,03,d13,25
16,8,2019,03,d14,49
16,8,2019,03,d15,80
16,8,2019,03,d16,36
16,8,2019,03,d17,35
16,8,2019,03,d18,14
16,8,2019,03,d19,17
16,8,2019,03,d20,20
16,8,2019,03,d21,44
16,8,2019,03,d22,44
16,8,2019,03,d23,29
16,8,2019,03,d24,23
16,8,2019,03,d25,25
16,8,2019,03,d26,16
16,8,2019,03,d27,46
16,8,2019,03,d28,45
16,8,2019,03,d29,35
16,8,2019,03,d30,22
16,8,2019,03,d31,23
16,8,2019,04,d01,39
16,8,2019,04,d02,53
16,8,2019,04,d03,30
16,8,2019,04,d04,30
16,8,2019,04,d05,33
16,8,2019,04,d06,19
16,8,2019,04,d07,19
16,8,2019,04,d08,28
16,8,2019,04,d09,25
16,8,2019,04,d10,22
16,8,2019,04,d11,26
16,8,2019,04,d12,37
16,8,2019,04,d13,44
16,8,2019,04,d14,35
16,8,2019,04,d15,32
16,8,2019,04,d16,33
16,8,2019,04,d17,19
16,8,2019,04,d18,14
16,8,2019,04,d19,15
16,8,2019,04,d20,9
16,8,2019,04,d21,12
16,8,2019,04,d22,30
16,8,2019,04,d23,29
16,8,2019,04,d24,32
16,8,2019,04,d25,20
16,8,2019,04,d26,26
16,8,2019,04,d27,44
16,8,2019,04,d28,23
16,8,2019,04,d29,30
16,8,2019,04,d30,30
16,8,2019,04,d31,0
16,8,2019,05,d01,16
16,8,2019,05,d02,17
16,8,2019,05,d03,18
16,8,2019,05,d04,15
16,8,2019,05,d05,12
16,8,2019,05,d06,36
16,8,2019,05,d07,26
16,8,2019,05,d08,14
16,8,2019,05,d09,20
16,8,2019,05,d10,15
16,8,2019,05,d11,19
16,8,2019,05,d12,13
16,8,2019,05,d13,25
16,8,2019,05,d14,36
16,8,2019,05,d15,33
16,8,2019,05,d16,33
16,8,2019,05,d17,16
16,8,2019,05,d18,11
16,8,2019,05,d19,11
16,8,2019,05,d20,24
16,8,2019,05,d21,22
16,8,2019,05,d22,29
16,8,2019,05,d23,38
16,8,2019,05,d24,13
16,8,2019,05,d25,9
16,8,2019,05,d26,9
16,8,2019,05,d27,29
16,8,2019,05,d28,12
16,8,2019,05,d29,10
16,8,2019,05,d30,18
16,8,2019,05,d31,32
16,8,2019,06,d01,33
16,8,2019,06,d02,25
