estacion,magnitud,ano,mes,dia,dato_no2
4,8,2017,05,d25,52
4,8,2017,05,d26,48
4,8,2017,05,d27,41
4,8,2017,05,d28,32
4,8,2017,05,d29,22
4,8,2017,05,d30,36
4,8,2017,05,d31,53
4,8,2017,06,d01,52
4,8,2017,06,d02,53
4,8,2017,06,d03,28
4,8,2017,06,d04,20
4,8,2017,06,d05,29
4,8,2017,06,d06,33
4,8,2017,06,d07,58
4,8,2017,06,d08,52
4,8,2017,06,d09,50
4,8,2017,06,d10,58
4,8,2017,06,d11,47
4,8,2017,06,d12,53
4,8,2017,06,d13,46
4,8,2017,06,d14,54
4,8,2017,06,d15,77
4,8,2017,06,d16,71
4,8,2017,06,d17,50
4,8,2017,06,d18,32
4,8,2017,06,d19,45
4,8,2017,06,d20,46
4,8,2017,06,d21,65
4,8,2017,06,d22,60
4,8,2017,06,d23,36
4,8,2017,06,d24,25
4,8,2017,06,d25,40
4,8,2017,06,d26,32
4,8,2017,06,d27,39
4,8,2017,06,d28,19
4,8,2017,06,d29,28
4,8,2017,06,d30,31
4,8,2017,06,d31,0
4,8,2017,07,d01,11
4,8,2017,07,d02,19
4,8,2017,07,d03,42
4,8,2017,07,d04,45
4,8,2017,07,d05,39
4,8,2017,07,d06,40
4,8,2017,07,d07,41
4,8,2017,07,d08,42
4,8,2017,07,d09,37
4,8,2017,07,d10,36
4,8,2017,07,d11,56
4,8,2017,07,d12,69
4,8,2017,07,d13,74
4,8,2017,07,d14,62
4,8,2017,07,d15,35
4,8,2017,07,d16,31
4,8,2017,07,d17,51
4,8,2017,07,d18,43
4,8,2017,07,d19,26
4,8,2017,07,d20,37
4,8,2017,07,d21,33
4,8,2017,07,d22,36
4,8,2017,07,d23,43
4,8,2017,07,d24,31
4,8,2017,07,d25,21
4,8,2017,07,d26,41
4,8,2017,07,d27,56
4,8,2017,07,d28,63
4,8,2017,07,d29,57
4,8,2017,07,d30,42
4,8,2017,07,d31,40
4,8,2017,08,d01,30
4,8,2017,08,d02,50
4,8,2017,08,d03,58
4,8,2017,08,d04,47
4,8,2017,08,d05,43
4,8,2017,08,d06,15
4,8,2017,08,d07,29
4,8,2017,08,d08,21
4,8,2017,08,d09,22
4,8,2017,08,d10,16
4,8,2017,08,d11,26
4,8,2017,08,d12,36
4,8,2017,08,d13,37
4,8,2017,08,d14,36
4,8,2017,08,d15,20
4,8,2017,08,d16,48
4,8,2017,08,d17,42
4,8,2017,08,d18,56
4,8,2017,08,d19,26
4,8,2017,08,d20,28
4,8,2017,08,d21,32
4,8,2017,08,d22,35
4,8,2017,08,d23,55
4,8,2017,08,d24,48
4,8,2017,08,d25,51
4,8,2017,08,d26,51
4,8,2017,08,d27,27
4,8,2017,08,d28,34
4,8,2017,08,d29,34
4,8,2017,08,d30,33
4,8,2017,08,d31,27
4,8,2017,09,d01,23
4,8,2017,09,d02,33
4,8,2017,09,d03,47
4,8,2017,09,d04,34
4,8,2017,09,d05,51
4,8,2017,09,d06,48
4,8,2017,09,d07,31
4,8,2017,09,d08,71
4,8,2017,09,d09,39
4,8,2017,09,d10,29
4,8,2017,09,d11,43
4,8,2017,09,d12,36
4,8,2017,09,d13,67
4,8,2017,09,d14,66
4,8,2017,09,d15,21
4,8,2017,09,d16,32
4,8,2017,09,d17,45
4,8,2017,09,d18,51
4,8,2017,09,d19,60
4,8,2017,09,d20,77
4,8,2017,09,d21,81
4,8,2017,09,d22,65
4,8,2017,09,d23,52
4,8,2017,09,d24,61
4,8,2017,09,d25,58
4,8,2017,09,d26,48
4,8,2017,09,d27,68
4,8,2017,09,d28,76
4,8,2017,09,d29,75
4,8,2017,09,d30,74
4,8,2017,09,d31,0
4,8,2017,10,d01,36
4,8,2017,10,d02,52
4,8,2017,10,d03,57
4,8,2017,10,d04,47
4,8,2017,10,d05,79
4,8,2017,10,d06,62
4,8,2017,10,d07,58
4,8,2017,10,d08,62
4,8,2017,10,d09,80
4,8,2017,10,d10,88
4,8,2017,10,d11,100
4,8,2017,10,d12,92
4,8,2017,10,d13,77
4,8,2017,10,d14,74
4,8,2017,10,d15,63
4,8,2017,10,d16,53
4,8,2017,10,d17,51
4,8,2017,10,d18,40
4,8,2017,10,d19,47
4,8,2017,10,d20,49
4,8,2017,10,d21,42
4,8,2017,10,d22,44
4,8,2017,10,d23,68
4,8,2017,10,d24,77
4,8,2017,10,d25,90
4,8,2017,10,d26,102
4,8,2017,10,d27,68
4,8,2017,10,d28,58
4,8,2017,10,d29,56
4,8,2017,10,d30,46
4,8,2017,10,d31,56
4,8,2017,11,d01,52
4,8,2017,11,d02,61
4,8,2017,11,d03,54
4,8,2017,11,d04,36
4,8,2017,11,d05,40
4,8,2017,11,d06,51
4,8,2017,11,d07,65
4,8,2017,11,d08,51
4,8,2017,11,d09,33
4,8,2017,11,d10,64
4,8,2017,11,d11,64
4,8,2017,11,d12,60
4,8,2017,11,d13,51
4,8,2017,11,d14,70
4,8,2017,11,d15,79
4,8,2017,11,d16,101
4,8,2017,11,d17,96
4,8,2017,11,d18,73
4,8,2017,11,d19,71
4,8,2017,11,d20,86
4,8,2017,11,d21,97
4,8,2017,11,d22,94
4,8,2017,11,d23,95
4,8,2017,11,d24,75
4,8,2017,11,d25,65
4,8,2017,11,d26,45
4,8,2017,11,d27,73
4,8,2017,11,d28,78
4,8,2017,11,d29,53
4,8,2017,11,d30,52
4,8,2017,11,d31,0
4,8,2017,12,d01,48
4,8,2017,12,d02,52
4,8,2017,12,d03,56
4,8,2017,12,d04,64
4,8,2017,12,d05,81
4,8,2017,12,d06,73
4,8,2017,12,d07,81
4,8,2017,12,d08,78
4,8,2017,12,d09,54
4,8,2017,12,d10,17
4,8,2017,12,d11,25
4,8,2017,12,d12,56
4,8,2017,12,d13,56
4,8,2017,12,d14,31
4,8,2017,12,d15,45
4,8,2017,12,d16,61
4,8,2017,12,d17,45
4,8,2017,12,d18,68
4,8,2017,12,d19,79
4,8,2017,12,d20,83
4,8,2017,12,d21,84
4,8,2017,12,d22,88
4,8,2017,12,d23,58
4,8,2017,12,d24,46
4,8,2017,12,d25,37
4,8,2017,12,d26,38
4,8,2017,12,d27,25
4,8,2017,12,d28,34
4,8,2017,12,d29,37
4,8,2017,12,d30,32
4,8,2017,12,d31,27
8,8,2017,01,d01,53
8,8,2017,01,d02,64
8,8,2017,01,d03,80
8,8,2017,01,d04,86
8,8,2017,01,d05,80
8,8,2017,01,d06,81
8,8,2017,01,d07,74
8,8,2017,01,d08,78
8,8,2017,01,d09,90
8,8,2017,01,d10,97
8,8,2017,01,d11,74
8,8,2017,01,d12,77
8,8,2017,01,d13,52
8,8,2017,01,d14,63
8,8,2017,01,d15,60
8,8,2017,01,d16,82
8,8,2017,01,d17,54
8,8,2017,01,d18,50
8,8,2017,01,d19,48
8,8,2017,01,d20,44
8,8,2017,01,d21,54
8,8,2017,01,d22,69
8,8,2017,01,d23,67
8,8,2017,01,d24,102
8,8,2017,01,d25,93
8,8,2017,01,d26,87
8,8,2017,01,d27,67
8,8,2017,01,d28,55
8,8,2017,01,d29,51
8,8,2017,01,d30,56
8,8,2017,01,d31,63
8,8,2017,02,d01,71
8,8,2017,02,d02,55
8,8,2017,02,d03,46
8,8,2017,02,d04,28
8,8,2017,02,d05,31
8,8,2017,02,d06,52
8,8,2017,02,d07,56
8,8,2017,02,d08,61
8,8,2017,02,d09,85
8,8,2017,02,d10,73
8,8,2017,02,d11,56
8,8,2017,02,d12,50
8,8,2017,02,d13,48
8,8,2017,02,d14,67
8,8,2017,02,d15,63
8,8,2017,02,d16,68
8,8,2017,02,d17,74
8,8,2017,02,d18,79
8,8,2017,02,d19,50
8,8,2017,02,d20,60
8,8,2017,02,d21,72
8,8,2017,02,d22,80
8,8,2017,02,d23,72
8,8,2017,02,d24,64
8,8,2017,02,d25,65
8,8,2017,02,d26,53
8,8,2017,02,d27,45
8,8,2017,02,d28,50
8,8,2017,02,d29,0
8,8,2017,02,d30,0
8,8,2017,02,d31,0
8,8,2017,03,d01,61
8,8,2017,03,d02,71
8,8,2017,03,d03,69
8,8,2017,03,d04,41
8,8,2017,03,d05,42
8,8,2017,03,d06,57
8,8,2017,03,d07,60
8,8,2017,03,d08,97
8,8,2017,03,d09,110
8,8,2017,03,d10,93
8,8,2017,03,d11,77
8,8,2017,03,d12,37
8,8,2017,03,d13,34
8,8,2017,03,d14,51
8,8,2017,03,d15,51
8,8,2017,03,d16,53
8,8,2017,03,d17,63
8,8,2017,03,d18,70
8,8,2017,03,d19,76
8,8,2017,03,d20,52
8,8,2017,03,d21,50
8,8,2017,03,d22,50
8,8,2017,03,d23,52
8,8,2017,03,d24,58
8,8,2017,03,d25,57
8,8,2017,03,d26,36
8,8,2017,03,d27,50
8,8,2017,03,d28,69
8,8,2017,03,d29,79
8,8,2017,03,d30,79
8,8,2017,03,d31,66
8,8,2017,04,d01,44
8,8,2017,04,d02,39
8,8,2017,04,d03,56
8,8,2017,04,d04,71
8,8,2017,04,d05,42
8,8,2017,04,d06,51
8,8,2017,04,d07,54
8,8,2017,04,d08,52
8,8,2017,04,d09,44
8,8,2017,04,d10,57
8,8,2017,04,d11,66
8,8,2017,04,d12,71
8,8,2017,04,d13,69
8,8,2017,04,d14,57
8,8,2017,04,d15,47
8,8,2017,04,d16,38
8,8,2017,04,d17,68
8,8,2017,04,d18,49
8,8,2017,04,d19,38
8,8,2017,04,d20,39
8,8,2017,04,d21,45
8,8,2017,04,d22,51
8,8,2017,04,d23,64
8,8,2017,04,d24,72
8,8,2017,04,d25,61
8,8,2017,04,d26,44
8,8,2017,04,d27,38
8,8,2017,04,d28,36
8,8,2017,04,d29,44
8,8,2017,04,d30,40
8,8,2017,04,d31,0
8,8,2017,05,d01,30
8,8,2017,05,d02,47
8,8,2017,05,d03,61
8,8,2017,05,d04,82
8,8,2017,05,d05,60
8,8,2017,05,d06,39
8,8,2017,05,d07,47
8,8,2017,05,d08,58
8,8,2017,05,d09,67
8,8,2017,05,d10,42
8,8,2017,05,d11,53
8,8,2017,05,d12,54
8,8,2017,05,d13,41
8,8,2017,05,d14,46
8,8,2017,05,d15,53
8,8,2017,05,d16,68
8,8,2017,05,d17,58
8,8,2017,05,d18,46
8,8,2017,05,d19,52
8,8,2017,05,d20,57
8,8,2017,05,d21,56
8,8,2017,05,d22,74
8,8,2017,05,d23,52
8,8,2017,05,d24,65
8,8,2017,05,d25,66
8,8,2017,05,d26,71
8,8,2017,05,d27,45
8,8,2017,05,d28,38
8,8,2017,05,d29,52
8,8,2017,05,d30,43
8,8,2017,05,d31,60
8,8,2017,06,d01,60
8,8,2017,06,d02,69
8,8,2017,06,d03,37
8,8,2017,06,d04,26
8,8,2017,06,d05,50
8,8,2017,06,d06,43
8,8,2017,06,d07,64
8,8,2017,06,d08,61
8,8,2017,06,d09,68
8,8,2017,06,d10,66
8,8,2017,06,d11,62
8,8,2017,06,d12,57
8,8,2017,06,d13,60
8,8,2017,06,d14,74
8,8,2017,06,d15,92
8,8,2017,06,d16,77
8,8,2017,06,d17,55
8,8,2017,06,d18,41
8,8,2017,06,d19,52
8,8,2017,06,d20,56
8,8,2017,06,d21,72
8,8,2017,06,d22,80
8,8,2017,06,d23,80
8,8,2017,06,d24,58
8,8,2017,06,d25,50
8,8,2017,06,d26,55
8,8,2017,06,d27,62
8,8,2017,06,d28,44
8,8,2017,06,d29,39
8,8,2017,06,d30,32
8,8,2017,06,d31,0
8,8,2017,07,d01,20
8,8,2017,07,d02,28
8,8,2017,07,d03,47
8,8,2017,07,d04,48
8,8,2017,07,d05,48
8,8,2017,07,d06,54
8,8,2017,07,d07,53
8,8,2017,07,d08,51
8,8,2017,07,d09,62
8,8,2017,07,d10,61
8,8,2017,07,d11,71
8,8,2017,07,d12,94
8,8,2017,07,d13,101
8,8,2017,07,d14,76
8,8,2017,07,d15,45
8,8,2017,07,d16,42
8,8,2017,07,d17,67
8,8,2017,07,d18,59
8,8,2017,07,d19,53
8,8,2017,07,d20,57
8,8,2017,07,d21,57
8,8,2017,07,d22,54
8,8,2017,07,d23,40
8,8,2017,07,d24,38
8,8,2017,07,d25,29
8,8,2017,07,d26,53
8,8,2017,07,d27,66
8,8,2017,07,d28,93
8,8,2017,07,d29,72
8,8,2017,07,d30,57
8,8,2017,07,d31,56
8,8,2017,08,d01,53
8,8,2017,08,d02,59
8,8,2017,08,d03,61
8,8,2017,08,d04,57
8,8,2017,08,d05,51
8,8,2017,08,d06,30
8,8,2017,08,d07,46
8,8,2017,08,d08,32
8,8,2017,08,d09,29
8,8,2017,08,d10,24
8,8,2017,08,d11,33
8,8,2017,08,d12,34
8,8,2017,08,d13,46
8,8,2017,08,d14,34
8,8,2017,08,d15,33
8,8,2017,08,d16,55
8,8,2017,08,d17,50
8,8,2017,08,d18,64
8,8,2017,08,d19,33
8,8,2017,08,d20,34
8,8,2017,08,d21,43
8,8,2017,08,d22,44
8,8,2017,08,d23,72
8,8,2017,08,d24,61
8,8,2017,08,d25,67
8,8,2017,08,d26,56
8,8,2017,08,d27,31
8,8,2017,08,d28,45
8,8,2017,08,d29,40
8,8,2017,08,d30,44
8,8,2017,08,d31,38
8,8,2017,09,d01,33
8,8,2017,09,d02,38
8,8,2017,09,d03,66
8,8,2017,09,d04,46
8,8,2017,09,d05,58
8,8,2017,09,d06,59
8,8,2017,09,d07,45
8,8,2017,09,d08,74
8,8,2017,09,d09,39
8,8,2017,09,d10,31
8,8,2017,09,d11,56
8,8,2017,09,d12,32
8,8,2017,09,d13,80
8,8,2017,09,d14,69
8,8,2017,09,d15,30
8,8,2017,09,d16,28
8,8,2017,09,d17,48
8,8,2017,09,d18,56
8,8,2017,09,d19,75
8,8,2017,09,d20,86
8,8,2017,09,d21,102
8,8,2017,09,d22,68
8,8,2017,09,d23,62
8,8,2017,09,d24,86
8,8,2017,09,d25,76
8,8,2017,09,d26,58
8,8,2017,09,d27,85
8,8,2017,09,d28,103
8,8,2017,09,d29,91
8,8,2017,09,d30,82
8,8,2017,09,d31,0
8,8,2017,10,d01,37
8,8,2017,10,d02,60
8,8,2017,10,d03,65
8,8,2017,10,d04,56
8,8,2017,10,d05,91
8,8,2017,10,d06,60
8,8,2017,10,d07,68
8,8,2017,10,d08,74
8,8,2017,10,d09,82
8,8,2017,10,d10,87
8,8,2017,10,d11,115
8,8,2017,10,d12,102
8,8,2017,10,d13,81
8,8,2017,10,d14,92
8,8,2017,10,d15,63
8,8,2017,10,d16,64
8,8,2017,10,d17,58
8,8,2017,10,d18,56
8,8,2017,10,d19,72
8,8,2017,10,d20,66
8,8,2017,10,d21,47
8,8,2017,10,d22,50
8,8,2017,10,d23,84
8,8,2017,10,d24,94
8,8,2017,10,d25,104
8,8,2017,10,d26,119
8,8,2017,10,d27,69
8,8,2017,10,d28,55
8,8,2017,10,d29,50
8,8,2017,10,d30,51
8,8,2017,10,d31,67
8,8,2017,11,d01,63
8,8,2017,11,d02,70
8,8,2017,11,d03,69
8,8,2017,11,d04,52
8,8,2017,11,d05,48
8,8,2017,11,d06,55
8,8,2017,11,d07,77
8,8,2017,11,d08,69
8,8,2017,11,d09,40
8,8,2017,11,d10,76
8,8,2017,11,d11,85
8,8,2017,11,d12,75
8,8,2017,11,d13,66
8,8,2017,11,d14,85
8,8,2017,11,d15,99
8,8,2017,11,d16,117
8,8,2017,11,d17,121
8,8,2017,11,d18,89
8,8,2017,11,d19,85
8,8,2017,11,d20,101
8,8,2017,11,d21,113
8,8,2017,11,d22,102
8,8,2017,11,d23,117
8,8,2017,11,d24,93
8,8,2017,11,d25,76
8,8,2017,11,d26,46
8,8,2017,11,d27,83
8,8,2017,11,d28,93
8,8,2017,11,d29,66
8,8,2017,11,d30,60
8,8,2017,11,d31,0
8,8,2017,12,d01,64
8,8,2017,12,d02,63
8,8,2017,12,d03,60
8,8,2017,12,d04,82
8,8,2017,12,d05,89
8,8,2017,12,d06,84
8,8,2017,12,d07,91
8,8,2017,12,d08,91
8,8,2017,12,d09,69
8,8,2017,12,d10,37
8,8,2017,12,d11,50
8,8,2017,12,d12,70
8,8,2017,12,d13,80
8,8,2017,12,d14,54
8,8,2017,12,d15,65
8,8,2017,12,d16,70
8,8,2017,12,d17,53
8,8,2017,12,d18,90
8,8,2017,12,d19,91
8,8,2017,12,d20,125
8,8,2017,12,d21,100
8,8,2017,12,d22,123
8,8,2017,12,d23,71
8,8,2017,12,d24,64
8,8,2017,12,d25,50
8,8,2017,12,d26,56
8,8,2017,12,d27,52
8,8,2017,12,d28,61
8,8,2017,12,d29,62
8,8,2017,12,d30,53
8,8,2017,12,d31,46
11,8,2017,01,d01,49
11,8,2017,01,d02,47
11,8,2017,01,d03,64
11,8,2017,01,d04,82
11,8,2017,01,d05,79
11,8,2017,01,d06,66
11,8,2017,01,d07,67
11,8,2017,01,d08,62
11,8,2017,01,d09,78
11,8,2017,01,d10,87
11,8,2017,01,d11,54
11,8,2017,01,d12,54
11,8,2017,01,d13,44
11,8,2017,01,d14,44
11,8,2017,01,d15,42
11,8,2017,01,d16,66
11,8,2017,01,d17,43
11,8,2017,01,d18,31
11,8,2017,01,d19,24
11,8,2017,01,d20,20
11,8,2017,01,d21,32
11,8,2017,01,d22,55
11,8,2017,01,d23,55
11,8,2017,01,d24,92
11,8,2017,01,d25,79
11,8,2017,01,d26,73
11,8,2017,01,d27,53
11,8,2017,01,d28,29
11,8,2017,01,d29,46
11,8,2017,01,d30,49
11,8,2017,01,d31,48
11,8,2017,02,d01,64
11,8,2017,02,d02,46
11,8,2017,02,d03,30
11,8,2017,02,d04,13
11,8,2017,02,d05,15
11,8,2017,02,d06,33
11,8,2017,02,d07,40
11,8,2017,02,d08,44
11,8,2017,02,d09,81
11,8,2017,02,d10,58
11,8,2017,02,d11,30
11,8,2017,02,d12,34
11,8,2017,02,d13,31
11,8,2017,02,d14,54
11,8,2017,02,d15,43
11,8,2017,02,d16,55
11,8,2017,02,d17,55
11,8,2017,02,d18,67
11,8,2017,02,d19,32
11,8,2017,02,d20,44
11,8,2017,02,d21,51
11,8,2017,02,d22,59
11,8,2017,02,d23,57
11,8,2017,02,d24,49
11,8,2017,02,d25,52
11,8,2017,02,d26,36
11,8,2017,02,d27,24
11,8,2017,02,d28,26
11,8,2017,02,d29,0
11,8,2017,02,d30,0
11,8,2017,02,d31,0
11,8,2017,03,d01,42
11,8,2017,03,d02,69
11,8,2017,03,d03,56
11,8,2017,03,d04,24
11,8,2017,03,d05,19
11,8,2017,03,d06,36
11,8,2017,03,d07,41
11,8,2017,03,d08,88
11,8,2017,03,d09,91
11,8,2017,03,d10,65
11,8,2017,03,d11,53
11,8,2017,03,d12,22
11,8,2017,03,d13,15
11,8,2017,03,d14,23
11,8,2017,03,d15,29
11,8,2017,03,d16,40
11,8,2017,03,d17,44
11,8,2017,03,d18,49
11,8,2017,03,d19,48
11,8,2017,03,d20,25
11,8,2017,03,d21,29
11,8,2017,03,d22,27
11,8,2017,03,d23,48
11,8,2017,03,d24,47
11,8,2017,03,d25,52
11,8,2017,03,d26,31
11,8,2017,03,d27,30
11,8,2017,03,d28,46
11,8,2017,03,d29,62
11,8,2017,03,d30,55
11,8,2017,03,d31,38
11,8,2017,04,d01,20
11,8,2017,04,d02,21
11,8,2017,04,d03,39
11,8,2017,04,d04,47
11,8,2017,04,d05,20
11,8,2017,04,d06,28
11,8,2017,04,d07,40
11,8,2017,04,d08,40
11,8,2017,04,d09,25
11,8,2017,04,d10,42
11,8,2017,04,d11,46
11,8,2017,04,d12,46
11,8,2017,04,d13,37
11,8,2017,04,d14,31
11,8,2017,04,d15,30
11,8,2017,04,d16,27
11,8,2017,04,d17,51
11,8,2017,04,d18,27
11,8,2017,04,d19,24
11,8,2017,04,d20,25
11,8,2017,04,d21,32
11,8,2017,04,d22,33
11,8,2017,04,d23,51
11,8,2017,04,d24,55
11,8,2017,04,d25,44
11,8,2017,04,d26,29
11,8,2017,04,d27,16
11,8,2017,04,d28,22
11,8,2017,04,d29,32
11,8,2017,04,d30,24
11,8,2017,04,d31,0
11,8,2017,05,d01,18
11,8,2017,05,d02,35
11,8,2017,05,d03,51
11,8,2017,05,d04,62
11,8,2017,05,d05,34
11,8,2017,05,d06,17
11,8,2017,05,d07,29
11,8,2017,05,d08,44
11,8,2017,05,d09,43
11,8,2017,05,d10,25
11,8,2017,05,d11,21
11,8,2017,05,d12,29
11,8,2017,05,d13,14
11,8,2017,05,d14,27
11,8,2017,05,d15,38
11,8,2017,05,d16,46
11,8,2017,05,d17,38
11,8,2017,05,d18,32
11,8,2017,05,d19,36
11,8,2017,05,d20,39
11,8,2017,05,d21,29
11,8,2017,05,d22,61
11,8,2017,05,d23,25
11,8,2017,05,d24,46
11,8,2017,05,d25,49
11,8,2017,05,d26,44
11,8,2017,05,d27,27
11,8,2017,05,d28,21
11,8,2017,05,d29,27
11,8,2017,05,d30,30
11,8,2017,05,d31,45
11,8,2017,06,d01,46
11,8,2017,06,d02,52
11,8,2017,06,d03,22
11,8,2017,06,d04,15
11,8,2017,06,d05,33
11,8,2017,06,d06,32
11,8,2017,06,d07,47
11,8,2017,06,d08,43
11,8,2017,06,d09,43
11,8,2017,06,d10,50
11,8,2017,06,d11,46
11,8,2017,06,d12,42
11,8,2017,06,d13,48
11,8,2017,06,d14,48
11,8,2017,06,d15,63
11,8,2017,06,d16,62
11,8,2017,06,d17,40
11,8,2017,06,d18,27
11,8,2017,06,d19,41
11,8,2017,06,d20,45
11,8,2017,06,d21,59
11,8,2017,06,d22,57
11,8,2017,06,d23,35
11,8,2017,06,d24,24
11,8,2017,06,d25,32
11,8,2017,06,d26,30
11,8,2017,06,d27,31
11,8,2017,06,d28,17
11,8,2017,06,d29,22
11,8,2017,06,d30,27
11,8,2017,06,d31,0
11,8,2017,07,d01,10
11,8,2017,07,d02,12
11,8,2017,07,d03,36
11,8,2017,07,d04,39
11,8,2017,07,d05,36
11,8,2017,07,d06,39
11,8,2017,07,d07,35
11,8,2017,07,d08,36
11,8,2017,07,d09,40
11,8,2017,07,d10,34
11,8,2017,07,d11,47
11,8,2017,07,d12,60
11,8,2017,07,d13,62
11,8,2017,07,d14,42
11,8,2017,07,d15,27
11,8,2017,07,d16,32
11,8,2017,07,d17,45
11,8,2017,07,d18,42
11,8,2017,07,d19,24
11,8,2017,07,d20,35
11,8,2017,07,d21,31
11,8,2017,07,d22,25
11,8,2017,07,d23,21
11,8,2017,07,d24,25
11,8,2017,07,d25,18
11,8,2017,07,d26,41
11,8,2017,07,d27,40
11,8,2017,07,d28,60
11,8,2017,07,d29,56
11,8,2017,07,d30,31
11,8,2017,07,d31,35
11,8,2017,08,d01,31
11,8,2017,08,d02,39
11,8,2017,08,d03,41
11,8,2017,08,d04,42
11,8,2017,08,d05,21
11,8,2017,08,d06,10
11,8,2017,08,d07,22
11,8,2017,08,d08,21
11,8,2017,08,d09,16
11,8,2017,08,d10,11
11,8,2017,08,d11,21
11,8,2017,08,d12,24
11,8,2017,08,d13,30
11,8,2017,08,d14,27
11,8,2017,08,d15,12
11,8,2017,08,d16,44
11,8,2017,08,d17,39
11,8,2017,08,d18,47
11,8,2017,08,d19,19
11,8,2017,08,d20,17
11,8,2017,08,d21,33
11,8,2017,08,d22,30
11,8,2017,08,d23,46
11,8,2017,08,d24,36
11,8,2017,08,d25,39
11,8,2017,08,d26,36
11,8,2017,08,d27,17
11,8,2017,08,d28,34
11,8,2017,08,d29,26
11,8,2017,08,d30,30
11,8,2017,08,d31,24
11,8,2017,09,d01,17
11,8,2017,09,d02,34
11,8,2017,09,d03,41
11,8,2017,09,d04,30
